mrc_table6
par_pctile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
35,8,Nonselective four-year private not-for-profit,40300,32200,0.488856510790973,0.012285013,0.034398034,0.066339068,0.14742015,0.23095822,0.21130221,0.21867321,0.19164619,0.16707617,0.52579856,28000,33200,407,55947,0.0072747422
35,9,Two-year (public and private not-for-profit),40300,31500,0.5010164024540760,0.002062063,0.023738872,0.061358951,0.15732032,0.22843635,0.24528491,0.20841925,0.16053915,0.14449529,0.43705678,27600,32400,19883,2021451,0.0098360041
35,10,Four-year for-profit,40200,32100,0.5080661890408680,0.0032278891,0.024531957,0.068431251,0.15945771,0.22659782,0.25306651,0.21304068,0.14783731,0.13621691,0.35119432,28200,32100,1549,126025,0.012291212
35,11,Two-year for-profit,40300,31300,0.5096245225568260,0,0.017278617,0.06263499,0.15766738,0.21814255,0.29805616,0.17710583,0.14902808,0.13174945,0.3736501,28300,32200,463,42313,0.010942264
35,12,Less than two-year schools of any type,40200,22100,0.4064819749479940,0,0.0078125,0.0078125,0.0625,0.1640625,0.2890625,0.2421875,0.2421875,0.2265625,0.36718753,20600,25800,128,10121,0.012646971
35,13,Attending college with insufficient data,40400,30400,0.4852842782436410,0.003576013,0.022373006,0.056666054,0.13909774,0.21483587,0.25518063,0.22217128,0.16871446,0.15120117,0.40739042,26000,30700,10906,942344,0.011573268
35,14.1,Late attender (ages 23-28),40300,22100,0.408849832095708,0.00084596867,0.0086549101,0.025834581,0.070996292,0.16112448,0.24448495,0.3089087,0.21448559,0.18904145,0.33181491,17200,22600,15367,1239448,0.012398262
35,14.2,Never attended college (before year 2013),40300,19100,0.3593021378107620,0.00090082479,0.0072065988,0.021113081,0.062551022,0.13492666,0.20752752,0.24857135,0.34642345,0.32429692,0.29654026,12300,23500,35523,2866578,0.012392128
36,1,Ivy Plus,41400,129000,0.7747361539199850,0.14556962,0.37341774,0.51265824,0.65822786,0.13291138,0.050632913,0.094936706,0.06329114,0.050632913,0.55696207,77500,81900,158,52724,0.0029967378
36,2,Other elite schools (public and private),41500,70400,0.6964635299318360,0.060927153,0.21324503,0.33774835,0.50728476,0.20529802,0.10066225,0.078145698,0.10860927,0.10463576,0.48874173,56500,62500,755,183973,0.0041038631
36,3,Highly selective public,41500,56400,0.6541027415128770,0.023506366,0.13516161,0.23653281,0.39715964,0.23996082,0.16356513,0.10822723,0.09108717,0.083741434,0.52987272,46000,49600,2042,393548,0.0051886938
36,4,Highly selective private,41500,62800,0.6930680150739310,0.036392406,0.1693038,0.30854431,0.48417723,0.21518987,0.12341772,0.096518986,0.080696203,0.072784811,0.50316453,54300,57900,632,134098,0.0047129709
36,5,Selective public,41500,42900,0.5900461245697220,0.0079507194,0.058878303,0.12542082,0.27111238,0.26903516,0.20650384,0.14311296,0.11023565,0.09956307,0.51765633,37700,40900,13961,1944082,0.0071812812
36,6,Selective private,41400,44900,0.6039844484275320,0.0088723525,0.067258157,0.14710933,0.30394962,0.26588437,0.18460217,0.13108185,0.11448197,0.098740697,0.53348595,39800,43000,3494,486852,0.0071767191
36,7,Nonselective four-year public,41400,32900,0.5103892034020280,0.0036483034,0.029916087,0.068223275,0.15943086,0.25209779,0.23859906,0.19336009,0.15651222,0.1393652,0.44582269,28800,33800,2741,257854,0.010630046
36,8,Nonselective four-year private not-for-profit,41500,31800,0.5018464035133140,0.0023640662,0.030732861,0.070921987,0.17730497,0.21749409,0.21749409,0.21513003,0.17257683,0.15839244,0.49881798,28800,33000,423,55947,0.0075607272
36,9,Two-year (public and private not-for-profit),41400,31700,0.5000917363553650,0.0020788992,0.021679947,0.059595108,0.15740237,0.22942138,0.2453101,0.20333613,0.16453002,0.14705737,0.43374747,27700,32500,20203,2021451,0.0099943057
36,10,Four-year for-profit,41400,32300,0.5103375185455720,0.0013504388,0.027683996,0.068872385,0.16880485,0.22349763,0.25523296,0.19918974,0.15327482,0.14044565,0.34301147,28800,32800,1481,126025,0.011751637
36,11,Two-year for-profit,41400,33000,0.5238419261176770,0,0.025,0.060416669,0.17291667,0.23750001,0.27083334,0.19166666,0.12708333,0.11875001,0.39166665,30600,33200,480,42313,0.011344031
36,12,Less than two-year schools of any type,41400,29700,0.4836218799460020,0,0.016806722,0.067226894,0.13445379,0.19327731,0.26050422,0.27731094,0.13445379,0.11764706,0.40336135,26200,30000,119,10121,0.011757731
36,13,Attending college with insufficient data,41600,30600,0.4845158929384500,0.0024478694,0.023662737,0.057026289,0.14433363,0.21024479,0.24542159,0.23272891,0.16727108,0.15095195,0.41087943,25500,30600,11030,942344,0.011704855
36,14.1,Late attender (ages 23-28),41500,22500,0.4118214316547340,0.00079244532,0.0091791591,0.027405402,0.076537013,0.15789473,0.24222413,0.31017631,0.2131678,0.18741333,0.33989301,17300,22900,15143,1239448,0.012217536
36,14.2,Never attended college (before year 2013),41500,19100,0.3624044684252130,0.00097390509,0.0093380306,0.024061184,0.065881811,0.13777892,0.20463464,0.24677037,0.34493425,0.32253444,0.30019191,12500,23800,34911,2866578,0.012178632
37,1,Ivy Plus,42800,90600,0.7209884317618130,0.11235955,0.3033708,0.3988764,0.56741571,0.15730338,0.095505618,0.084269665,0.095505618,0.095505618,0.4775281,67000,73000,178,52724,0.0033760716
37,2,Other elite schools (public and private),42700,68400,0.6786254476889690,0.050198149,0.1968296,0.31175694,0.49669749,0.18890356,0.085865259,0.099075295,0.12945838,0.11228534,0.53104359,55900,62700,757,183973,0.004114734
37,3,Highly selective public,42700,58200,0.6657354971390430,0.029126214,0.12436431,0.23670827,0.41146556,0.25288951,0.148405,0.098936662,0.088303283,0.079981506,0.5455386,48100,51100,2163,393548,0.0054961531
37,4,Highly selective private,42700,66600,0.6943409293673460,0.035031848,0.15764332,0.27866241,0.50159234,0.20063694,0.12101911,0.079617836,0.097133756,0.085987262,0.56369424,55800,59700,628,134098,0.0046831421
37,5,Selective public,42700,43300,0.5913097119363070,0.0096818814,0.058713693,0.12683265,0.27385893,0.27392808,0.19834025,0.14017981,0.11369295,0.10352697,0.51977873,38300,41800,14460,1944082,0.0074379579
37,6,Selective private,42700,45700,0.6050124567791740,0.012436405,0.070096098,0.14782363,0.30469191,0.26568684,0.18202375,0.13538723,0.11221029,0.10146976,0.54691917,40100,43600,3538,486852,0.0072670956
37,7,Nonselective four-year public,42700,32500,0.5163744200414800,0.0010845987,0.020968908,0.057122197,0.16088215,0.26102674,0.24367318,0.18221258,0.15220535,0.13738251,0.46493131,30500,34800,2766,257854,0.010727
37,8,Nonselective four-year private not-for-profit,42700,31800,0.4959297490530540,0.0021881838,0.032822758,0.065645516,0.17943107,0.2013129,0.22538294,0.21225382,0.18161926,0.15973742,0.51859957,26600,33100,457,55947,0.008168445
37,9,Two-year (public and private not-for-profit),42600,31600,0.5016302127166400,0.0022985132,0.02274061,0.060201488,0.1584018,0.23205203,0.24202856,0.20696402,0.1605536,0.14524648,0.43593505,27800,32600,20448,2021451,0.010115506
37,10,Four-year for-profit,42500,32400,0.5177746705319790,0.00066225167,0.023178808,0.06291391,0.17218542,0.23311257,0.24569537,0.21589404,0.13311258,0.1192053,0.3423841,28500,32700,1510,126025,0.01198175
37,11,Two-year for-profit,42500,32400,0.5225792847937330,0.0020325205,0.010162601,0.050813008,0.17682926,0.27032521,0.22154471,0.17682926,0.15447155,0.13211383,0.38211381,30700,35800,492,42313,0.011627632
37,12,Less than two-year schools of any type,42600,21800,0.4054401958191020,0,0,0.017699115,0.097345136,0.1238938,0.28318584,0.2300885,0.26548672,0.24778761,0.39823008,17900,27600,113,10121,0.011164905
37,13,Attending college with insufficient data,42800,30700,0.4904862792738630,0.0037279504,0.024368066,0.058101472,0.14284416,0.2164939,0.25750136,0.22604109,0.15711948,0.13966176,0.42671394,26200,30800,10998,942344,0.011670898
37,14.1,Late attender (ages 23-28),42700,22700,0.4134301998330640,0.00078890275,0.0093353493,0.024127277,0.072381824,0.16297416,0.25258037,0.30201828,0.21004537,0.18480048,0.33732167,17800,23400,15211,1239448,0.012272399
37,14.2,Never attended college (before year 2013),42700,19600,0.3684508006731500,0.0008565943,0.0085364049,0.023659725,0.068941072,0.14024517,0.21403043,0.24229804,0.33448529,0.31218433,0.30674937,13300,24300,33855,2866578,0.011810249
38,1,Ivy Plus,43900,98800,0.7044459177054120,0.17647059,0.342246,0.4224599,0.56684494,0.12834224,0.080213904,0.064171121,0.16042781,0.14438502,0.45454544,66500,80300,187,52724,0.0035467718
38,2,Other elite schools (public and private),43900,68900,0.6875417770423020,0.058423914,0.19836956,0.32336956,0.48097825,0.20788044,0.10869566,0.099184781,0.10326087,0.095108695,0.49048916,54800,58800,736,183973,0.0040005869
38,3,Highly selective public,43900,61700,0.6771846734221150,0.032434899,0.14801279,0.2640475,0.44358152,0.23206943,0.14755596,0.087711282,0.089081772,0.080402009,0.52992237,49800,54100,2189,393548,0.0055622184
38,4,Highly selective private,43900,60900,0.6856519355732800,0.03164557,0.14082278,0.2642405,0.45094937,0.24683544,0.1107595,0.11708861,0.074367091,0.069620252,0.55221522,52300,54500,632,134098,0.0047129709
38,5,Selective public,43900,43100,0.5909474811602060,0.0096245082,0.058492612,0.13115087,0.27036735,0.27911076,0.1977091,0.13772537,0.11508743,0.10383625,0.53009355,38400,41700,14754,1944082,0.0075891861
38,6,Selective private,43900,47100,0.6110514119341490,0.010989011,0.078050159,0.16117217,0.31558186,0.26542687,0.18061425,0.12454212,0.11383488,0.10791773,0.5576219,40600,44700,3549,486852,0.0072896895
38,7,Nonselective four-year public,43900,32800,0.5176640571919940,0.0018268176,0.021191085,0.059919622,0.15929851,0.25210086,0.26013884,0.18706614,0.14139569,0.12678115,0.44135916,29900,33500,2737,257854,0.010614534
38,8,Nonselective four-year private not-for-profit,43900,30400,0.4813591514790030,0.0020703934,0.028985508,0.068322986,0.1552795,0.19047619,0.252588,0.21532091,0.1863354,0.16563147,0.51138717,25800,30800,483,55947,0.0086331703
38,9,Two-year (public and private not-for-profit),43900,31700,0.5012985971572410,0.0025328787,0.022113981,0.061617147,0.15733074,0.23497321,0.24164636,0.20233804,0.16371164,0.14856307,0.44335121,28100,32800,20530,2021451,0.010156071
38,10,Four-year for-profit,43800,32600,0.5100671151410690,0.0033003301,0.030363036,0.070627064,0.16435644,0.23630363,0.23762377,0.20792079,0.15379538,0.13861386,0.35709572,28700,33100,1515,126025,0.012021424
38,11,Two-year for-profit,43800,32700,0.5270258474355980,0,0.014285714,0.057142857,0.15918368,0.26734695,0.25714287,0.18367347,0.13265306,0.12244898,0.42857143,31400,34900,490,42313,0.011580366
38,12,Less than two-year schools of any type,43900,29800,0.4720693107329010,0,0.027027028,0.063063063,0.15315315,0.1981982,0.25225225,0.18018018,0.21621622,0.21621622,0.45045045,24900,33200,111,10121,0.010967296
38,13,Attending college with insufficient data,44000,31000,0.4929709275019160,0.0025882788,0.023849141,0.058513585,0.145868,0.21926418,0.2565169,0.22074321,0.15760769,0.14170827,0.43242744,26800,31100,10818,942344,0.011479884
38,14.1,Late attender (ages 23-28),43900,22400,0.4102209235544060,0.00099767209,0.0090455599,0.025939474,0.07502494,0.15510476,0.24775523,0.30941138,0.21270369,0.18762887,0.34632525,17200,22900,15035,1239448,0.0121304
38,14.2,Never attended college (before year 2013),43900,19700,0.3686323655131810,0.0010648367,0.0091398489,0.023603881,0.070013016,0.14038096,0.21068978,0.24278277,0.33613345,0.3148959,0.31155348,13300,24400,33808,2866578,0.011793853
39,1,Ivy Plus,45200,85800,0.7008090110391770,0.096774198,0.25268817,0.36559141,0.52688175,0.1451613,0.12903225,0.10752688,0.091397852,0.086021505,0.44623658,58400,63800,186,52724,0.0035278052
39,2,Other elite schools (public and private),45200,78700,0.7231567122815730,0.065359473,0.24052288,0.37777779,0.53594768,0.19607843,0.11111111,0.070588231,0.086274512,0.078431375,0.503268,59400,65500,765,183973,0.0041582189
39,3,Highly selective public,45100,58500,0.6665707844930930,0.027802294,0.13857016,0.25948808,0.42277139,0.24227715,0.13857016,0.10017652,0.096204765,0.089143865,0.54721975,48400,52500,2266,393548,0.0057578743
39,4,Highly selective private,45100,62500,0.6789407652449910,0.033189032,0.14862914,0.27994227,0.45887446,0.20346321,0.14718615,0.1038961,0.08658009,0.083694085,0.51370853,51600,56400,693,134098,0.0051678624
39,5,Selective public,45100,43600,0.5944512133126980,0.0078609018,0.060355738,0.13130371,0.27106789,0.27673039,0.20378388,0.14109653,0.1073213,0.098327897,0.52774632,38400,41500,15011,1944082,0.0077213822
39,6,Selective private,45100,43900,0.5952519222669990,0.0091324197,0.060972333,0.13618051,0.29170024,0.26054257,0.18855761,0.13725489,0.12194467,0.11227505,0.55492878,39300,43200,3723,486852,0.0076470878
39,7,Nonselective four-year public,45100,32900,0.5182656780378930,0.0014487505,0.025715319,0.06555596,0.16298443,0.25063381,0.2488229,0.19485694,0.14270192,0.13038754,0.45925391,29800,33900,2761,257854,0.010707609
39,8,Nonselective four-year private not-for-profit,45100,33600,0.4967249760734120,0.0060362173,0.026156941,0.074446678,0.18309858,0.20523138,0.2193159,0.21730383,0.1750503,0.16498993,0.52313882,27200,33900,497,55947,0.0088834073
39,9,Two-year (public and private not-for-profit),45100,31900,0.5050432692128150,0.0022418245,0.02363663,0.062819824,0.15946196,0.23660997,0.24070373,0.2054681,0.15775622,0.1430869,0.44899848,28400,33100,20519,2021451,0.010150629
39,10,Four-year for-profit,45000,31300,0.5033641531982230,0,0.020777481,0.068364613,0.17359249,0.21246649,0.24463807,0.21179624,0.1575067,0.1380697,0.3585791,27500,32200,1492,126025,0.01183892
39,11,Two-year for-profit,45000,34100,0.5357645874732080,0,0.023904383,0.075697213,0.20517929,0.2370518,0.22908367,0.20717132,0.12151395,0.10756972,0.40637451,31400,35000,502,42313,0.011863966
39,12,Less than two-year schools of any type,45100,21100,0.4009826037409530,0,0.0087719299,0.01754386,0.052631579,0.19298245,0.22807017,0.2631579,0.2631579,0.2368421,0.34210527,18300,24600,114,10121,0.01126371
39,13,Attending college with insufficient data,45300,31300,0.4911579180842220,0.0037663053,0.02663972,0.060995776,0.15129523,0.21862943,0.24058424,0.22257946,0.16691163,0.1501929,0.43698329,26400,31400,10886,942344,0.011552045
39,14.1,Late attender (ages 23-28),45100,22500,0.4140233151839540,0.00081400084,0.0094288429,0.026048025,0.075159408,0.16151133,0.24643874,0.30823499,0.20865554,0.18145435,0.34866369,17600,23300,14742,1239448,0.011894004
39,14.2,Never attended college (before year 2013),45200,20100,0.3708721913507170,0.0007182188,0.0090076607,0.024359588,0.068739526,0.14295547,0.21414891,0.24251856,0.33163753,0.30967203,0.31649509,13500,24300,33416,2866578,0.011657105
40,1,Ivy Plus,46400,98000,0.7386138484727380,0.12565444,0.31413612,0.46073297,0.59685862,0.14659685,0.089005232,0.073298424,0.094240837,0.083769634,0.56544501,70500,76200,191,52724,0.0036226388
40,2,Other elite schools (public and private),46400,73800,0.7129629416838210,0.064986736,0.25331566,0.37002653,0.56763929,0.14190982,0.10344828,0.08355438,0.10344828,0.098143235,0.48010612,63200,67800,754,183973,0.0040984275
40,3,Highly selective public,46400,60100,0.6690847546011910,0.029438002,0.13648528,0.24843889,0.41971454,0.24130242,0.14272971,0.1132917,0.082961641,0.077163249,0.55307764,49300,52200,2242,393548,0.0056968909
40,4,Highly selective private,46400,62400,0.6735653413078910,0.035450514,0.14475627,0.26883307,0.44165435,0.2422452,0.12259971,0.097488925,0.096011817,0.096011817,0.56868535,50100,54300,677,134098,0.0050485465
40,5,Selective public,46400,43100,0.5901561668630330,0.0090306653,0.058991682,0.12610447,0.27079001,0.27273908,0.20068866,0.14195687,0.11382537,0.10226092,0.53865641,37900,41300,15392,1944082,0.0079173613
40,6,Selective private,46400,46800,0.6063974558878880,0.012015292,0.077280179,0.16029492,0.30830148,0.27580559,0.16766794,0.12670672,0.1215183,0.11086838,0.56581104,40700,44400,3662,486852,0.0075217932
40,7,Nonselective four-year public,46400,32300,0.5089244880589570,0.0025279885,0.027085591,0.062838569,0.16070783,0.24196461,0.24774288,0.19032142,0.15926328,0.14156735,0.45828819,29200,33700,2769,257854,0.010738635
40,8,Nonselective four-year private not-for-profit,46400,31500,0.4823666235443920,0.0077369437,0.034816246,0.077369437,0.14893617,0.22823985,0.19148937,0.2205029,0.21083173,0.18181817,0.50290138,25100,32900,517,55947,0.009240889
40,9,Two-year (public and private not-for-profit),46400,32100,0.507875429065843,0.0021835098,0.023354061,0.063748993,0.16309869,0.23691081,0.24417335,0.20007595,0.1557412,0.14074144,0.44970807,28700,33300,21067,2021451,0.010421722
40,10,Four-year for-profit,46300,32600,0.508233330606869,0.0035014006,0.025210084,0.074229695,0.17436975,0.23039216,0.22759104,0.20868348,0.15896359,0.14495799,0.36694679,28800,34000,1428,126025,0.011331085
40,11,Two-year for-profit,46300,34100,0.5326908103179570,0.003992016,0.021956088,0.07185629,0.18562874,0.2754491,0.20558883,0.1996008,0.13373254,0.1237525,0.40718564,31700,36200,501,42313,0.011840332
40,12,Less than two-year schools of any type,46200,27100,0.4497937093182670,0,0.020833334,0.041666668,0.14583333,0.16666666,0.22916667,0.21875,0.23958333,0.21875,0.41666666,22900,31100,96,10121,0.0094852289
40,13,Attending college with insufficient data,46500,31600,0.4952507798714960,0.0040620384,0.02538774,0.061761446,0.1564808,0.21353397,0.24861522,0.22082718,0.16054283,0.14531019,0.44193131,27000,31600,10832,942344,0.011494741
40,14.1,Late attender (ages 23-28),46400,22700,0.4142640430002340,0.0009508286,0.010187449,0.027641945,0.078171693,0.16075794,0.24341212,0.30969846,0.2079598,0.18364576,0.35941321,17500,23200,14724,1239448,0.011879481
